Time,Year,Month,Day_of_week,Season,Temperature,Number_Of_Guest_Nights,Total_hours_worked,Sales_new_vehicles,Demand
18.0,4.0,1.0,1.0,1.0,8.4,41699690.0,1303.0,40797.0,3.81
23.0,3.0,5.0,6.0,2.0,18.2,40103250.0,1407.0,371857.0,2.6860000000000004
4.0,3.0,10.0,5.0,4.0,15.1,42163910.0,1439.0,418987.0,2.416
2.0,2.0,3.0,1.0,2.0,4.1,36661700.0,1447.0,69137.0,2.714
21.0,4.0,3.0,2.0,2.0,16.1,39820270.0,1383.0,640803.0,3.333
17.0,3.0,2.0,2.0,1.0,0.0,35725280.0,1389.0,47387.0,4.624
18.0,2.0,10.0,1.0,4.0,26.2,42161920.0,1444.0,372464.0,3.0469999999999997
18.0,1.0,5.0,2.0,2.0,24.2,38330190.0,1381.0,331586.0,3.582
8.0,2.0,7.0,6.0,3.0,31.0,38329850.0,1458.0,427534.0,4.172
12.0,4.0,2.0,4.0,1.0,5.1,39368380.0,1378.0,479421.0,4.325
12.0,4.0,1.0,3.0,1.0,6.7,41699690.0,1303.0,40797.0,4.398
13.0,3.0,8.0,2.0,3.0,29.0,44530530.0,1399.0,364214.0,4.341
0.0,3.0,12.0,6.0,1.0,5.5,42758200.0,1409.0,387522.0,3.1489999999999996
12.0,1.0,8.0,4.0,3.0,31.1,44332270.0,1403.0,336658.0,4.842
6.0,3.0,2.0,4.0,1.0,8.1,35725280.0,1389.0,47387.0,4.075
18.0,2.0,10.0,5.0,4.0,14.0,42161920.0,1444.0,372464.0,3.483
15.0,3.0,4.0,5.0,2.0,11.9,42699480.0,1460.0,366146.0,3.323
3.0,1.0,4.0,4.0,2.0,8.1,42178210.0,1488.0,324738.0,2.44
19.0,2.0,6.0,1.0,3.0,21.4,43002660.0,1490.0,477464.0,3.063
2.0,2.0,5.0,7.0,2.0,20.0,39955140.0,1396.0,372567.0,2.358
1.0,2.0,10.0,1.0,4.0,15.7,42161920.0,1444.0,372464.0,2.313
12.0,3.0,1.0,4.0,1.0,7.5,40211200.0,1337.0,399533.0,2.8989999999999996
2.0,1.0,8.0,1.0,3.0,23.7,44332270.0,1403.0,336658.0,2.278
15.0,4.0,1.0,2.0,1.0,8.8,41699690.0,1303.0,40797.0,3.96
1.0,3.0,7.0,2.0,3.0,28.8,39572370.0,1452.0,441524.0,2.7119999999999997
4.0,3.0,12.0,5.0,1.0,8.9,42758200.0,1409.0,387522.0,2.9810000000000003
19.0,1.0,11.0,2.0,4.0,10.7,43107390.0,1454.0,417593.0,3.702
23.0,2.0,10.0,3.0,4.0,11.9,42161920.0,1444.0,372464.0,2.785
21.0,1.0,11.0,7.0,4.0,9.2,43107390.0,1454.0,417593.0,3.0439999999999996
10.0,2.0,8.0,6.0,3.0,28.8,45887250.0,1393.0,3553.0,4.0569999999999995
22.0,3.0,8.0,2.0,3.0,26.4,44530530.0,1399.0,364214.0,3.258
21.0,3.0,1.0,2.0,1.0,6.0,40211200.0,1337.0,399533.0,3.094
21.0,3.0,2.0,3.0,1.0,-1.2,35725280.0,1389.0,47387.0,4.362
16.0,3.0,4.0,3.0,2.0,13.1,42699480.0,1460.0,366146.0,3.265
12.0,2.0,7.0,7.0,3.0,26.0,38329850.0,1458.0,427534.0,3.969
8.0,3.0,7.0,3.0,3.0,28.6,39572370.0,1452.0,441524.0,4.0969999999999995
15.0,1.0,5.0,5.0,2.0,24.8,38330190.0,1381.0,331586.0,3.8
7.0,3.0,1.0,2.0,1.0,3.5,40211200.0,1337.0,399533.0,3.344
16.0,1.0,7.0,6.0,3.0,27.2,36895570.0,1465.0,4156.0,4.473
15.0,2.0,7.0,2.0,3.0,30.8,38329850.0,1458.0,427534.0,4.611000000000001
22.0,3.0,11.0,6.0,4.0,12.4,44483540.0,1474.0,44194.0,3.025
9.0,3.0,1.0,3.0,1.0,4.5,40211200.0,1337.0,399533.0,4.794
13.0,2.0,12.0,1.0,1.0,10.1,42109900.0,1441.0,394248.0,3.241
7.0,2.0,1.0,1.0,1.0,2.4,39454220.0,1338.0,401648.0,3.2289999999999996
10.0,2.0,9.0,4.0,4.0,22.9,56797700.0,1438.0,495179.0,3.747
18.0,3.0,4.0,1.0,2.0,12.5,42699480.0,1460.0,366146.0,3.013
8.0,4.0,3.0,6.0,2.0,8.7,39820270.0,1383.0,640803.0,3.9130000000000003
23.0,1.0,6.0,4.0,3.0,22.0,40056510.0,1490.0,420907.0,2.787
19.0,3.0,1.0,3.0,1.0,7.5,40211200.0,1337.0,399533.0,4.203
16.0,1.0,7.0,6.0,3.0,21.9,36895570.0,1465.0,4156.0,3.858
14.0,3.0,2.0,7.0,1.0,6.8,35725280.0,1389.0,47387.0,3.3680000000000003
5.0,3.0,3.0,2.0,2.0,17.4,36765040.0,1426.0,667269.0,2.62
10.0,3.0,4.0,2.0,2.0,12.2,42699480.0,1460.0,366146.0,3.313
3.0,4.0,1.0,5.0,1.0,1.3,41699690.0,1303.0,40797.0,2.552
15.0,3.0,3.0,6.0,2.0,5.4,36765040.0,1426.0,667269.0,3.884
14.0,3.0,3.0,6.0,2.0,10.0,36765040.0,1426.0,667269.0,3.13
16.0,3.0,3.0,5.0,2.0,9.8,36765040.0,1426.0,667269.0,3.469
10.0,1.0,11.0,4.0,4.0,10.9,43107390.0,1454.0,417593.0,3.625
14.0,2.0,12.0,7.0,1.0,8.3,42109900.0,1441.0,394248.0,3.5
16.0,2.0,12.0,7.0,1.0,11.7,42109900.0,1441.0,394248.0,3.5180000000000002
5.0,2.0,7.0,7.0,3.0,27.9,38329850.0,1458.0,427534.0,2.699
12.0,3.0,8.0,2.0,3.0,27.8,44530530.0,1399.0,364214.0,5.374
20.0,3.0,10.0,2.0,4.0,18.3,42163910.0,1439.0,418987.0,3.1489999999999996
10.0,2.0,6.0,3.0,3.0,17.1,43002660.0,1490.0,477464.0,3.432
16.0,3.0,6.0,1.0,3.0,22.4,42360590.0,1476.0,45376.0,2.699
23.0,2.0,10.0,4.0,4.0,15.1,42161920.0,1444.0,372464.0,2.7680000000000002
20.0,2.0,9.0,3.0,4.0,16.9,56797700.0,1438.0,495179.0,3.409
1.0,3.0,1.0,5.0,1.0,6.5,40211200.0,1337.0,399533.0,2.952
18.0,4.0,1.0,3.0,1.0,4.8,41699690.0,1303.0,40797.0,4.511
21.0,3.0,5.0,2.0,2.0,11.9,40103250.0,1407.0,371857.0,2.9330000000000003
21.0,1.0,5.0,2.0,2.0,19.6,38330190.0,1381.0,331586.0,2.955
17.0,3.0,11.0,3.0,4.0,19.1,44483540.0,1474.0,44194.0,3.594
20.0,1.0,8.0,2.0,3.0,26.4,44332270.0,1403.0,336658.0,3.951
19.0,1.0,10.0,3.0,4.0,20.7,40890550.0,1434.0,378735.0,3.4419999999999997
1.0,1.0,10.0,2.0,4.0,21.9,40890550.0,1434.0,378735.0,2.302
16.0,1.0,7.0,5.0,3.0,21.8,36895570.0,1465.0,4156.0,3.792
17.0,2.0,11.0,1.0,4.0,12.0,43824150.0,1456.0,406855.0,3.19
2.0,3.0,5.0,3.0,2.0,20.9,40103250.0,1407.0,371857.0,2.375
7.0,2.0,10.0,6.0,4.0,13.5,42161920.0,1444.0,372464.0,2.977
13.0,1.0,6.0,3.0,3.0,24.1,40056510.0,1490.0,420907.0,3.801
23.0,2.0,7.0,1.0,3.0,30.3,38329850.0,1458.0,427534.0,3.012
13.0,1.0,12.0,4.0,1.0,7.1,39792340.0,1434.0,397531.0,3.7569999999999997
6.0,3.0,7.0,2.0,3.0,33.9,39572370.0,1452.0,441524.0,2.905
14.0,3.0,11.0,6.0,4.0,12.9,44483540.0,1474.0,44194.0,3.37
6.0,3.0,4.0,2.0,2.0,18.9,42699480.0,1460.0,366146.0,2.513
6.0,2.0,6.0,5.0,3.0,24.5,43002660.0,1490.0,477464.0,2.65
9.0,2.0,1.0,6.0,1.0,4.8,39454220.0,1338.0,401648.0,4.194
18.0,3.0,12.0,3.0,1.0,10.9,42758200.0,1409.0,387522.0,3.57
14.0,2.0,2.0,1.0,1.0,12.6,36792560.0,1420.0,484722.0,2.804
5.0,2.0,9.0,3.0,4.0,24.7,56797700.0,1438.0,495179.0,2.648
22.0,3.0,11.0,4.0,4.0,11.2,44483540.0,1474.0,44194.0,3.05
22.0,1.0,11.0,4.0,4.0,8.8,43107390.0,1454.0,417593.0,3.147
15.0,1.0,12.0,6.0,1.0,2.6,39792340.0,1434.0,397531.0,4.038
22.0,1.0,9.0,6.0,4.0,24.9,54851290.0,1440.0,476766.0,3.44
0.0,1.0,8.0,6.0,3.0,24.9,44332270.0,1403.0,336658.0,2.9810000000000003
10.0,2.0,9.0,3.0,4.0,21.8,56797700.0,1438.0,495179.0,3.72
0.0,2.0,7.0,1.0,3.0,21.4,38329850.0,1458.0,427534.0,2.5140000000000002
1.0,1.0,8.0,6.0,3.0,24.8,44332270.0,1403.0,336658.0,2.779
23.0,2.0,9.0,5.0,4.0,25.1,56797700.0,1438.0,495179.0,2.91
17.0,2.0,7.0,1.0,3.0,27.6,38329850.0,1458.0,427534.0,3.832
13.0,1.0,12.0,7.0,1.0,11.3,39792340.0,1434.0,397531.0,3.096
8.0,2.0,6.0,4.0,3.0,20.2,43002660.0,1490.0,477464.0,3.1239999999999997
11.0,1.0,7.0,6.0,3.0,21.6,36895570.0,1465.0,4156.0,3.735
1.0,1.0,8.0,5.0,3.0,27.1,44332270.0,1403.0,336658.0,2.7119999999999997
12.0,1.0,12.0,7.0,1.0,10.5,39792340.0,1434.0,397531.0,3.076
18.0,1.0,5.0,4.0,2.0,21.4,38330190.0,1381.0,331586.0,2.823
16.0,3.0,10.0,7.0,4.0,18.8,42163910.0,1439.0,418987.0,3.011
2.0,2.0,7.0,3.0,3.0,25.8,38329850.0,1458.0,427534.0,2.741
0.0,3.0,2.0,6.0,1.0,2.3,35725280.0,1389.0,47387.0,3.4619999999999997
17.0,4.0,1.0,2.0,1.0,6.5,41699690.0,1303.0,40797.0,4.417
22.0,1.0,9.0,2.0,4.0,19.3,54851290.0,1440.0,476766.0,2.872
11.0,1.0,8.0,5.0,3.0,32.6,44332270.0,1403.0,336658.0,4.805
16.0,1.0,12.0,3.0,1.0,7.9,39792340.0,1434.0,397531.0,3.88
9.0,1.0,4.0,1.0,2.0,20.1,42178210.0,1488.0,324738.0,2.541
12.0,3.0,1.0,7.0,1.0,5.6,40211200.0,1337.0,399533.0,3.7430000000000003
15.0,3.0,1.0,4.0,1.0,7.3,40211200.0,1337.0,399533.0,2.898
2.0,1.0,9.0,4.0,4.0,20.9,54851290.0,1440.0,476766.0,2.373
23.0,2.0,3.0,1.0,2.0,5.4,36661700.0,1447.0,69137.0,3.0980000000000003
23.0,1.0,12.0,6.0,1.0,6.7,39792340.0,1434.0,397531.0,2.989
0.0,1.0,8.0,5.0,3.0,27.5,44332270.0,1403.0,336658.0,2.964
20.0,3.0,3.0,7.0,2.0,15.2,36765040.0,1426.0,667269.0,3.0
16.0,2.0,11.0,5.0,4.0,10.5,43824150.0,1456.0,406855.0,4.042
2.0,3.0,11.0,3.0,4.0,9.5,44483540.0,1474.0,44194.0,2.472
20.0,3.0,12.0,7.0,1.0,3.8,42758200.0,1409.0,387522.0,3.772
5.0,4.0,2.0,3.0,1.0,10.0,39368380.0,1378.0,479421.0,2.819
4.0,2.0,9.0,3.0,4.0,22.4,56797700.0,1438.0,495179.0,2.403
11.0,1.0,9.0,3.0,4.0,31.6,54851290.0,1440.0,476766.0,4.789
19.0,2.0,12.0,7.0,1.0,11.2,42109900.0,1441.0,394248.0,3.688
11.0,1.0,11.0,5.0,4.0,13.0,43107390.0,1454.0,417593.0,3.0260000000000002
22.0,4.0,3.0,1.0,2.0,6.6,39820270.0,1383.0,640803.0,3.076
12.0,2.0,8.0,4.0,3.0,27.7,45887250.0,1393.0,3553.0,4.863
17.0,1.0,6.0,3.0,3.0,19.7,40056510.0,1490.0,420907.0,3.557
14.0,1.0,7.0,1.0,3.0,29.3,36895570.0,1465.0,4156.0,3.509
10.0,1.0,7.0,3.0,3.0,25.9,36895570.0,1465.0,4156.0,3.895
3.0,3.0,8.0,1.0,3.0,21.0,44530530.0,1399.0,364214.0,2.8510000000000004
8.0,2.0,12.0,1.0,1.0,4.9,42109900.0,1441.0,394248.0,3.551
12.0,4.0,2.0,3.0,1.0,4.9,39368380.0,1378.0,479421.0,3.957
23.0,3.0,10.0,6.0,4.0,19.1,42163910.0,1439.0,418987.0,2.7110000000000003
19.0,2.0,11.0,6.0,4.0,15.6,43824150.0,1456.0,406855.0,3.86
6.0,1.0,12.0,5.0,1.0,7.3,39792340.0,1434.0,397531.0,3.049
11.0,2.0,3.0,1.0,2.0,17.2,36661700.0,1447.0,69137.0,2.762
20.0,4.0,2.0,6.0,1.0,-0.1,39368380.0,1378.0,479421.0,4.4319999999999995
16.0,1.0,4.0,2.0,2.0,20.0,42178210.0,1488.0,324738.0,3.335
11.0,3.0,4.0,1.0,2.0,16.0,42699480.0,1460.0,366146.0,2.675
4.0,2.0,5.0,2.0,2.0,17.6,39955140.0,1396.0,372567.0,2.187
20.0,1.0,7.0,5.0,3.0,21.6,36895570.0,1465.0,4156.0,3.418
13.0,2.0,1.0,7.0,1.0,9.8,39454220.0,1338.0,401648.0,3.5239999999999996
8.0,3.0,2.0,7.0,1.0,6.6,35725280.0,1389.0,47387.0,3.6210000000000004
18.0,1.0,5.0,4.0,2.0,20.5,38330190.0,1381.0,331586.0,3.312
20.0,3.0,5.0,7.0,2.0,17.4,40103250.0,1407.0,371857.0,2.9360000000000004
16.0,3.0,7.0,2.0,3.0,28.4,39572370.0,1452.0,441524.0,4.8260000000000005
6.0,4.0,1.0,3.0,1.0,9.3,41699690.0,1303.0,40797.0,3.7960000000000003
5.0,1.0,9.0,3.0,4.0,21.6,54851290.0,1440.0,476766.0,2.525
20.0,3.0,10.0,1.0,4.0,19.3,42163910.0,1439.0,418987.0,2.8810000000000002
12.0,3.0,2.0,7.0,1.0,8.1,35725280.0,1389.0,47387.0,3.489
4.0,2.0,1.0,4.0,1.0,6.1,39454220.0,1338.0,401648.0,2.8760000000000003
11.0,2.0,4.0,3.0,2.0,14.7,43862830.0,1480.0,354744.0,3.534
14.0,2.0,1.0,5.0,1.0,11.4,39454220.0,1338.0,401648.0,3.786
1.0,2.0,8.0,3.0,3.0,32.1,45887250.0,1393.0,3553.0,2.813
18.0,2.0,4.0,2.0,2.0,8.3,43862830.0,1480.0,354744.0,3.7880000000000003
13.0,4.0,2.0,6.0,1.0,3.7,39368380.0,1378.0,479421.0,4.487
21.0,2.0,11.0,3.0,4.0,13.7,43824150.0,1456.0,406855.0,3.055
7.0,1.0,8.0,1.0,3.0,29.0,44332270.0,1403.0,336658.0,2.609
7.0,2.0,10.0,6.0,4.0,15.6,42161920.0,1444.0,372464.0,2.947
1.0,1.0,4.0,6.0,2.0,12.1,42178210.0,1488.0,324738.0,2.44
17.0,2.0,12.0,2.0,1.0,6.8,42109900.0,1441.0,394248.0,4.16
0.0,2.0,9.0,6.0,4.0,17.8,56797700.0,1438.0,495179.0,2.5810000000000004
7.0,2.0,12.0,6.0,1.0,4.5,42109900.0,1441.0,394248.0,4.162
9.0,1.0,12.0,3.0,1.0,9.8,39792340.0,1434.0,397531.0,3.5410000000000004
13.0,3.0,7.0,1.0,3.0,29.4,39572370.0,1452.0,441524.0,4.276
21.0,1.0,11.0,7.0,4.0,10.4,43107390.0,1454.0,417593.0,2.8819999999999997
5.0,2.0,11.0,4.0,4.0,8.3,43824150.0,1456.0,406855.0,3.062
10.0,2.0,6.0,3.0,3.0,21.3,43002660.0,1490.0,477464.0,3.407
20.0,3.0,1.0,2.0,1.0,4.6,40211200.0,1337.0,399533.0,4.363
7.0,1.0,7.0,3.0,3.0,26.9,36895570.0,1465.0,4156.0,3.1919999999999997
8.0,1.0,10.0,3.0,4.0,24.9,40890550.0,1434.0,378735.0,3.0789999999999997
17.0,1.0,4.0,4.0,2.0,17.3,42178210.0,1488.0,324738.0,3.262
17.0,1.0,10.0,2.0,4.0,14.7,40890550.0,1434.0,378735.0,3.57
7.0,2.0,10.0,2.0,4.0,10.8,42161920.0,1444.0,372464.0,2.8139999999999996
21.0,1.0,5.0,6.0,2.0,18.4,38330190.0,1381.0,331586.0,2.968
2.0,2.0,5.0,2.0,2.0,17.2,39955140.0,1396.0,372567.0,2.154
11.0,3.0,3.0,7.0,2.0,6.8,36765040.0,1426.0,667269.0,3.4930000000000003
16.0,2.0,1.0,5.0,1.0,8.0,39454220.0,1338.0,401648.0,4.198
11.0,1.0,11.0,2.0,4.0,14.2,43107390.0,1454.0,417593.0,3.58
12.0,1.0,9.0,5.0,4.0,26.0,54851290.0,1440.0,476766.0,4.362
2.0,4.0,3.0,7.0,2.0,11.6,39820270.0,1383.0,640803.0,2.661
21.0,3.0,11.0,4.0,4.0,10.4,44483540.0,1474.0,44194.0,3.263
7.0,2.0,4.0,7.0,2.0,12.9,43862830.0,1480.0,354744.0,2.6510000000000002
8.0,2.0,8.0,3.0,3.0,21.8,45887250.0,1393.0,3553.0,2.9139999999999997
22.0,3.0,3.0,2.0,2.0,8.5,36765040.0,1426.0,667269.0,3.3710000000000004
1.0,3.0,6.0,2.0,3.0,21.0,42360590.0,1476.0,45376.0,2.238
0.0,2.0,1.0,5.0,1.0,5.0,39454220.0,1338.0,401648.0,3.237
23.0,2.0,9.0,5.0,4.0,19.1,56797700.0,1438.0,495179.0,2.989
8.0,2.0,6.0,5.0,3.0,25.9,43002660.0,1490.0,477464.0,3.403
4.0,3.0,2.0,1.0,1.0,8.7,35725280.0,1389.0,47387.0,2.971
0.0,2.0,10.0,3.0,4.0,13.9,42161920.0,1444.0,372464.0,2.59
7.0,4.0,3.0,7.0,2.0,15.1,39820270.0,1383.0,640803.0,3.0039999999999996
5.0,2.0,12.0,7.0,1.0,6.1,42109900.0,1441.0,394248.0,3.049
23.0,3.0,4.0,2.0,2.0,11.3,42699480.0,1460.0,366146.0,2.758
20.0,3.0,7.0,2.0,3.0,26.5,39572370.0,1452.0,441524.0,4.109
7.0,3.0,1.0,2.0,1.0,-0.1,40211200.0,1337.0,399533.0,4.292
14.0,3.0,10.0,4.0,4.0,18.6,42163910.0,1439.0,418987.0,3.4210000000000003
2.0,1.0,5.0,2.0,2.0,13.3,38330190.0,1381.0,331586.0,2.0469999999999997
5.0,4.0,1.0,6.0,1.0,3.4,41699690.0,1303.0,40797.0,3.323
19.0,2.0,9.0,3.0,4.0,26.8,56797700.0,1438.0,495179.0,3.696
13.0,1.0,12.0,4.0,1.0,7.1,39792340.0,1434.0,397531.0,3.946
18.0,1.0,6.0,3.0,3.0,22.0,40056510.0,1490.0,420907.0,3.444
4.0,3.0,9.0,5.0,4.0,22.8,56158180.0,1390.0,485365.0,2.4530000000000003
21.0,1.0,8.0,4.0,3.0,24.7,44332270.0,1403.0,336658.0,3.392
13.0,1.0,5.0,5.0,2.0,26.8,38330190.0,1381.0,331586.0,3.8169999999999997
21.0,3.0,11.0,1.0,4.0,15.1,44483540.0,1474.0,44194.0,2.761
2.0,3.0,2.0,3.0,1.0,7.6,35725280.0,1389.0,47387.0,3.1439999999999997
15.0,2.0,3.0,7.0,2.0,12.7,36661700.0,1447.0,69137.0,3.063
0.0,1.0,6.0,3.0,3.0,19.2,40056510.0,1490.0,420907.0,2.454
7.0,3.0,7.0,5.0,3.0,28.4,39572370.0,1452.0,441524.0,3.432
21.0,1.0,10.0,2.0,4.0,17.2,40890550.0,1434.0,378735.0,2.802
13.0,2.0,2.0,5.0,1.0,11.6,36792560.0,1420.0,484722.0,3.677
23.0,2.0,4.0,7.0,2.0,14.7,43862830.0,1480.0,354744.0,2.5869999999999997
10.0,2.0,7.0,4.0,3.0,29.8,38329850.0,1458.0,427534.0,4.445
21.0,1.0,4.0,7.0,2.0,17.3,42178210.0,1488.0,324738.0,2.813
9.0,3.0,4.0,3.0,2.0,17.8,42699480.0,1460.0,366146.0,3.318
2.0,3.0,11.0,4.0,4.0,16.2,44483540.0,1474.0,44194.0,2.395
2.0,1.0,6.0,5.0,3.0,20.3,40056510.0,1490.0,420907.0,2.325
4.0,3.0,1.0,5.0,1.0,4.2,40211200.0,1337.0,399533.0,2.9210000000000003
21.0,2.0,9.0,1.0,4.0,24.7,56797700.0,1438.0,495179.0,2.81
15.0,2.0,11.0,3.0,4.0,17.9,43824150.0,1456.0,406855.0,3.3369999999999997
20.0,4.0,3.0,7.0,2.0,5.3,39820270.0,1383.0,640803.0,3.478
7.0,2.0,2.0,1.0,1.0,3.4,36792560.0,1420.0,484722.0,3.315
18.0,3.0,7.0,2.0,3.0,28.5,39572370.0,1452.0,441524.0,4.5569999999999995
8.0,1.0,9.0,4.0,4.0,26.0,54851290.0,1440.0,476766.0,3.859
9.0,2.0,11.0,5.0,4.0,18.9,43824150.0,1456.0,406855.0,3.395
2.0,1.0,6.0,2.0,3.0,17.7,40056510.0,1490.0,420907.0,2.102
14.0,2.0,3.0,4.0,2.0,9.6,36661700.0,1447.0,69137.0,3.7680000000000002
23.0,2.0,3.0,4.0,2.0,6.6,36661700.0,1447.0,69137.0,3.266
7.0,1.0,7.0,1.0,3.0,25.4,36895570.0,1465.0,4156.0,2.324
10.0,3.0,7.0,4.0,3.0,20.3,39572370.0,1452.0,441524.0,4.462
8.0,3.0,5.0,7.0,2.0,18.1,40103250.0,1407.0,371857.0,2.6630000000000003
4.0,2.0,8.0,5.0,3.0,28.5,45887250.0,1393.0,3553.0,2.421
3.0,3.0,1.0,4.0,1.0,5.3,40211200.0,1337.0,399533.0,2.9189999999999996
7.0,3.0,10.0,2.0,4.0,16.0,42163910.0,1439.0,418987.0,2.758
9.0,3.0,3.0,5.0,2.0,7.4,36765040.0,1426.0,667269.0,4.513999999999999
4.0,3.0,12.0,1.0,1.0,3.1,42758200.0,1409.0,387522.0,2.673
17.0,1.0,8.0,7.0,3.0,22.2,44332270.0,1403.0,336658.0,3.321
9.0,1.0,12.0,5.0,1.0,5.5,39792340.0,1434.0,397531.0,3.707
17.0,3.0,1.0,6.0,1.0,-1.0,40211200.0,1337.0,399533.0,5.0969999999999995
23.0,3.0,9.0,7.0,4.0,23.3,56158180.0,1390.0,485365.0,2.625
3.0,1.0,12.0,3.0,1.0,10.9,39792340.0,1434.0,397531.0,2.741
4.0,3.0,6.0,4.0,3.0,19.3,42360590.0,1476.0,45376.0,2.431
8.0,2.0,7.0,7.0,3.0,27.3,38329850.0,1458.0,427534.0,3.391
7.0,2.0,6.0,7.0,3.0,23.1,43002660.0,1490.0,477464.0,2.501
0.0,1.0,5.0,1.0,2.0,19.5,38330190.0,1381.0,331586.0,2.293
23.0,3.0,8.0,7.0,3.0,23.6,44530530.0,1399.0,364214.0,3.543
17.0,2.0,2.0,2.0,1.0,8.1,36792560.0,1420.0,484722.0,4.324
5.0,2.0,1.0,3.0,1.0,3.8,39454220.0,1338.0,401648.0,2.35
13.0,2.0,3.0,3.0,2.0,10.4,36661700.0,1447.0,69137.0,3.971
5.0,1.0,5.0,5.0,2.0,18.3,38330190.0,1381.0,331586.0,2.423
10.0,2.0,10.0,6.0,4.0,13.7,42161920.0,1444.0,372464.0,3.361
22.0,2.0,1.0,7.0,1.0,7.5,39454220.0,1338.0,401648.0,3.345
15.0,1.0,10.0,1.0,4.0,17.9,40890550.0,1434.0,378735.0,2.6710000000000003
2.0,3.0,9.0,6.0,4.0,23.6,56158180.0,1390.0,485365.0,2.376
10.0,2.0,5.0,3.0,2.0,26.4,39955140.0,1396.0,372567.0,3.668
15.0,2.0,2.0,5.0,1.0,1.2,36792560.0,1420.0,484722.0,4.699
12.0,3.0,7.0,3.0,3.0,32.5,39572370.0,1452.0,441524.0,4.965
4.0,3.0,10.0,1.0,4.0,21.2,42163910.0,1439.0,418987.0,2.374
17.0,2.0,10.0,3.0,4.0,27.0,42161920.0,1444.0,372464.0,3.842
2.0,2.0,7.0,1.0,3.0,31.4,38329850.0,1458.0,427534.0,2.633
8.0,2.0,4.0,1.0,2.0,14.3,43862830.0,1480.0,354744.0,2.498
23.0,1.0,8.0,3.0,3.0,28.8,44332270.0,1403.0,336658.0,3.67
17.0,1.0,5.0,1.0,2.0,22.7,38330190.0,1381.0,331586.0,2.928
0.0,2.0,9.0,2.0,4.0,23.3,56797700.0,1438.0,495179.0,2.345
15.0,2.0,6.0,2.0,3.0,26.9,43002660.0,1490.0,477464.0,3.693
7.0,3.0,11.0,4.0,4.0,12.8,44483540.0,1474.0,44194.0,2.9560000000000004
2.0,2.0,10.0,5.0,4.0,15.0,42161920.0,1444.0,372464.0,2.412
10.0,2.0,8.0,1.0,3.0,27.1,45887250.0,1393.0,3553.0,3.3480000000000003
11.0,2.0,8.0,7.0,3.0,25.6,45887250.0,1393.0,3553.0,3.8289999999999997
6.0,1.0,4.0,1.0,2.0,12.9,42178210.0,1488.0,324738.0,2.1919999999999997
19.0,2.0,11.0,5.0,4.0,7.7,43824150.0,1456.0,406855.0,3.8569999999999998
5.0,2.0,12.0,3.0,1.0,2.8,42109900.0,1441.0,394248.0,3.343
9.0,3.0,8.0,2.0,3.0,27.6,44530530.0,1399.0,364214.0,5.075
1.0,3.0,2.0,4.0,1.0,8.0,35725280.0,1389.0,47387.0,3.305
15.0,3.0,3.0,2.0,2.0,9.8,36765040.0,1426.0,667269.0,3.615
10.0,1.0,9.0,5.0,4.0,32.1,54851290.0,1440.0,476766.0,4.17
22.0,2.0,3.0,6.0,2.0,5.9,36661700.0,1447.0,69137.0,3.575
11.0,3.0,2.0,3.0,1.0,7.9,35725280.0,1389.0,47387.0,3.958
22.0,3.0,9.0,3.0,4.0,26.1,56158180.0,1390.0,485365.0,3.529
14.0,2.0,11.0,5.0,4.0,13.8,43824150.0,1456.0,406855.0,3.4419999999999997
1.0,1.0,7.0,6.0,3.0,22.3,36895570.0,1465.0,4156.0,2.418
15.0,1.0,5.0,3.0,2.0,22.7,38330190.0,1381.0,331586.0,3.487
22.0,3.0,7.0,2.0,3.0,26.2,39572370.0,1452.0,441524.0,3.799
8.0,2.0,8.0,3.0,3.0,25.0,45887250.0,1393.0,3553.0,3.989
13.0,1.0,9.0,4.0,4.0,26.6,54851290.0,1440.0,476766.0,4.288
17.0,1.0,10.0,1.0,4.0,20.4,40890550.0,1434.0,378735.0,3.037
8.0,2.0,9.0,4.0,4.0,22.7,56797700.0,1438.0,495179.0,3.3689999999999998
13.0,3.0,6.0,7.0,3.0,19.0,42360590.0,1476.0,45376.0,3.647
12.0,2.0,3.0,7.0,2.0,13.1,36661700.0,1447.0,69137.0,3.1910000000000003
12.0,1.0,6.0,5.0,3.0,24.0,40056510.0,1490.0,420907.0,3.522
10.0,2.0,7.0,7.0,3.0,32.2,38329850.0,1458.0,427534.0,4.112
11.0,3.0,8.0,7.0,3.0,25.7,44530530.0,1399.0,364214.0,3.27
10.0,3.0,1.0,2.0,1.0,2.4,40211200.0,1337.0,399533.0,4.877
23.0,4.0,3.0,1.0,2.0,15.9,39820270.0,1383.0,640803.0,2.7239999999999998
15.0,4.0,3.0,3.0,2.0,14.7,39820270.0,1383.0,640803.0,3.2880000000000003
22.0,2.0,3.0,5.0,2.0,7.3,36661700.0,1447.0,69137.0,3.56
1.0,2.0,2.0,5.0,1.0,5.0,36792560.0,1420.0,484722.0,3.0460000000000003
8.0,2.0,10.0,3.0,4.0,11.5,42161920.0,1444.0,372464.0,3.205
7.0,1.0,4.0,7.0,2.0,15.5,42178210.0,1488.0,324738.0,2.523
5.0,3.0,10.0,1.0,4.0,11.8,42163910.0,1439.0,418987.0,2.255
22.0,4.0,2.0,5.0,1.0,9.6,39368380.0,1378.0,479421.0,3.5389999999999997
8.0,2.0,10.0,1.0,4.0,19.6,42161920.0,1444.0,372464.0,2.426
